food_code,food_description,number_of_servings,measure_description,gram_weight
11434300.0,"Yogurt, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,1 4 oz container,113.0
11434300.0,"Yogurt, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,1 6 oz container,170.0
11434300.0,"Yogurt, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,"1 container, NFS",170.0
11434300.0,"Yogurt, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,1 cup,245.0
11434300.0,"Yogurt, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,Quantity not specified,170.0
11435000.0,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1.0,Per 100g,100.0
11435000.0,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1.0,1 5.3 oz container,150.0
11435000.0,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1.0,1 6 oz container,170.0
11435000.0,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1.0,"1 container, NFS",150.0
11435000.0,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1.0,1 cup,245.0
11435000.0,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1.0,Quantity not specified,150.0
11435010.0,"Yogurt, Greek, whole milk, flavors other than fruit",1.0,Per 100g,100.0
11435010.0,"Yogurt, Greek, whole milk, flavors other than fruit",1.0,1 5.3 oz container,150.0
11435010.0,"Yogurt, Greek, whole milk, flavors other than fruit",1.0,1 6 oz container,170.0
11435010.0,"Yogurt, Greek, whole milk, flavors other than fruit",1.0,"1 container, NFS",150.0
11435010.0,"Yogurt, Greek, whole milk, flavors other than fruit",1.0,1 cup,245.0
11435010.0,"Yogurt, Greek, whole milk, flavors other than fruit",1.0,Quantity not specified,150.0
11435020.0,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free; light)",1.0,Per 100g,100.0
11435020.0,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free; light)",1.0,1 5.3 oz container,150.0
11435020.0,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free; light)",1.0,1 6 oz container,170.0
11435020.0,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free; light)",1.0,"1 container, NFS",150.0
11435020.0,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free; light)",1.0,1 cup,245.0
11435020.0,"Yogurt, Greek, low fat milk, flavors other than fruit (Includes: 1% fat; 2% fat; 99% fat free; light)",1.0,Quantity not specified,150.0
11435030.0,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,Per 100g,100.0
11435030.0,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,1 5.3 oz container,150.0
11435030.0,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,1 6 oz container,170.0
11435030.0,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,"1 container, NFS",150.0
11435030.0,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,1 cup,245.0
11435030.0,"Yogurt, Greek, nonfat milk, flavors other than fruit (Includes: 0% fat; fat free; light)",1.0,Quantity not specified,150.0
11435100.0,"Yogurt, Greek, with oats (Includes: all types; with granola)",1.0,Per 100g,100.0
11435100.0,"Yogurt, Greek, with oats (Includes: all types; with granola)",1.0,1 5.3 oz container,150.0
11435100.0,"Yogurt, Greek, with oats (Includes: all types; with granola)",1.0,"1 container, NFS",150.0
11435100.0,"Yogurt, Greek, with oats (Includes: all types; with granola)",1.0,1 cup,245.0
11435100.0,"Yogurt, Greek, with oats (Includes: all types; with granola)",1.0,Quantity not specified,150.0
11436000.0,"Yogurt, liquid (Includes: all types)",1.0,Per 100g,100.0
11436000.0,"Yogurt, liquid (Includes: all types)",1.0,1 bottle,150.0
11436000.0,"Yogurt, liquid (Includes: all types)",1.0,1 cup,245.0
11436000.0,"Yogurt, liquid (Includes: all types)",1.0,Quantity not specified,150.0
11436100.0,Yogurt tube (Includes: pouch; Go-gurt; all types),1.0,Per 100g,100.0
11436100.0,Yogurt tube (Includes: pouch; Go-gurt; all types),1.0,1 tube,75.0
11436100.0,Yogurt tube (Includes: pouch; Go-gurt; all types),1.0,Quantity not specified,75.0
11440010.0,"Chipotle dip, yogurt based (Includes: jalapeno dip; Southwest dip; greek yogurt based; regular or light)",1.0,Per 100g,100.0
11440010.0,"Chipotle dip, yogurt based (Includes: jalapeno dip; Southwest dip; greek yogurt based; regular or light)",1.0,1 tablespoon,15.0
11440010.0,"Chipotle dip, yogurt based (Includes: jalapeno dip; Southwest dip; greek yogurt based; regular or light)",1.0,1 individual container,70.0
11440010.0,"Chipotle dip, yogurt based (Includes: jalapeno dip; Southwest dip; greek yogurt based; regular or light)",1.0,Quantity not specified,60.0
11440030.0,"Onion dip, yogurt based (Includes: French onion dip; toasted onion dip; green onion dip; greek yogurt based; regular or light)",1.0,Per 100g,100.0
11440030.0,"Onion dip, yogurt based (Includes: French onion dip; toasted onion dip; green onion dip; greek yogurt based; regular or light)",1.0,1 tablespoon,15.0
11440030.0,"Onion dip, yogurt based (Includes: French onion dip; toasted onion dip; green onion dip; greek yogurt based; regular or light)",1.0,1 individual container,70.0
11440030.0,"Onion dip, yogurt based (Includes: French onion dip; toasted onion dip; green onion dip; greek yogurt based; regular or light)",1.0,Quantity not specified,60.0
11440040.0,"Ranch dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,Per 100g,100.0
11440040.0,"Ranch dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,1 tablespoon,15.0
11440040.0,"Ranch dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,1 individual container,70.0
11440040.0,"Ranch dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,Quantity not specified,60.0
11440050.0,"Spinach dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,Per 100g,100.0
11440050.0,"Spinach dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,1 tablespoon,15.0
11440050.0,"Spinach dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,1 individual container,70.0
11440050.0,"Spinach dip, yogurt based (Includes: greek yogurt based; regular or light)",1.0,Quantity not specified,60.0
11440060.0,Tzatziki dip (Includes: Greek dip),1.0,Per 100g,100.0
11440060.0,Tzatziki dip (Includes: Greek dip),1.0,1 tablespoon,15.0
11440060.0,Tzatziki dip (Includes: Greek dip),1.0,1 individual container,70.0
11440060.0,Tzatziki dip (Includes: Greek dip),1.0,Quantity not specified,60.0
11440070.0,"Vegetable dip, yogurt based (Includes: greek yogurt based; regular or light; dill)",1.0,Per 100g,100.0
11440070.0,"Vegetable dip, yogurt based (Includes: greek yogurt based; regular or light; dill)",1.0,1 tablespoon,15.0
11440070.0,"Vegetable dip, yogurt based (Includes: greek yogurt based; regular or light; dill)",1.0,1 individual container,70.0
11440070.0,"Vegetable dip, yogurt based (Includes: greek yogurt based; regular or light; dill)",1.0,Quantity not specified,60.0
11446000.0,"Yogurt parfait, with fruit (Includes: with granola)",1.0,Per 100g,100.0
11446000.0,"Yogurt parfait, with fruit (Includes: with granola)",1.0,1 McDonald's parfait,150.0
11446000.0,"Yogurt parfait, with fruit (Includes: with granola)",1.0,Quantity not specified,150.0
11459990.0,"Frozen yogurt, NFS",1.0,Per 100g,100.0
11459990.0,"Frozen yogurt, NFS",1.0,1 cup,175.0
11459990.0,"Frozen yogurt, NFS",1.0,1 scoop,160.0
11459990.0,"Frozen yogurt, NFS",1.0,1 small ice cream cup,160.0
11459990.0,"Frozen yogurt, NFS",1.0,1 medium ice cream cup,320.0
11459990.0,"Frozen yogurt, NFS",1.0,1 large ice cream cup,480.0
11459990.0,"Frozen yogurt, NFS",1.0,Quantity not specified,175.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,Per 100g,100.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,1 cup,175.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,1 scoop,160.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,1 small ice cream cup,160.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,1 medium ice cream cup,320.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,1 large ice cream cup,480.0
11460000.0,"Frozen yogurt, vanilla (Includes: other flavors; swirl; in a cup; scoop)",1.0,Quantity not specified,175.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,Per 100g,100.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,1 cup,175.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,1 scoop,160.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,1 small ice cream cup,160.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,1 medium ice cream cup,320.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,1 large ice cream cup,480.0
11460100.0,"Frozen yogurt, chocolate (Includes: in a cup; scoop)",1.0,Quantity not specified,175.0
11460500.0,"Frozen yogurt, soft serve, vanilla (Includes: other flavors; swirl; NS as to flavor; in a cup)",1.0,Per 100g,100.0
11460500.0,"Frozen yogurt, soft serve, vanilla (Includes: other flavors; swirl; NS as to flavor; in a cup)",1.0,1 cup,175.0
11460500.0,"Frozen yogurt, soft serve, vanilla (Includes: other flavors; swirl; NS as to flavor; in a cup)",1.0,Quantity not specified,175.0
11460510.0,"Frozen yogurt, soft serve, chocolate (Includes: in a cup)",1.0,Per 100g,100.0
11460510.0,"Frozen yogurt, soft serve, chocolate (Includes: in a cup)",1.0,1 cup,175.0
11460510.0,"Frozen yogurt, soft serve, chocolate (Includes: in a cup)",1.0,Quantity not specified,175.0
11461200.0,Frozen yogurt sandwich (Includes: all flavors; prepackaged frozen yogurt cone),1.0,Per 100g,100.0
11461200.0,Frozen yogurt sandwich (Includes: all flavors; prepackaged frozen yogurt cone),1.0,1 sandwich,75.0
11461200.0,Frozen yogurt sandwich (Includes: all flavors; prepackaged frozen yogurt cone),1.0,Quantity not specified,75.0
11461210.0,"Frozen yogurt bar, vanilla (Includes: frozen yogurt bar, NFS; stick; other flavors; swirl; with or without coating)",1.0,Per 100g,100.0
11461210.0,"Frozen yogurt bar, vanilla (Includes: frozen yogurt bar, NFS; stick; other flavors; swirl; with or without coating)",1.0,1 bar,65.0
11461210.0,"Frozen yogurt bar, vanilla (Includes: frozen yogurt bar, NFS; stick; other flavors; swirl; with or without coating)",1.0,Quantity not specified,65.0
11461220.0,"Frozen yogurt bar, chocolate (Includes: stick; with or without coating)",1.0,Per 100g,100.0
11461220.0,"Frozen yogurt bar, chocolate (Includes: stick; with or without coating)",1.0,1 bar,65.0
11461220.0,"Frozen yogurt bar, chocolate (Includes: stick; with or without coating)",1.0,Quantity not specified,65.0
11461250.0,"Frozen yogurt cone, chocolate (Includes: scooped or soft serve)",1.0,Per 100g,100.0
11461250.0,"Frozen yogurt cone, chocolate (Includes: scooped or soft serve)",1.0,1 cone,125.0
11461250.0,"Frozen yogurt cone, chocolate (Includes: scooped or soft serve)",1.0,Quantity not specified,125.0
11461260.0,"Frozen yogurt cone, vanilla (Includes: other flavors; swirl; scooped or soft serve)",1.0,Per 100g,100.0
11461260.0,"Frozen yogurt cone, vanilla (Includes: other flavors; swirl; scooped or soft serve)",1.0,1 cone,125.0
11461260.0,"Frozen yogurt cone, vanilla (Includes: other flavors; swirl; scooped or soft serve)",1.0,Quantity not specified,125.0
11461300.0,"Frozen yogurt cone, vanilla, waffle cone (Includes: other flavors; swirl; scooped or soft serve)",1.0,Per 100g,100.0
11461300.0,"Frozen yogurt cone, vanilla, waffle cone (Includes: other flavors; swirl; scooped or soft serve)",1.0,1 cone,255.0
11461300.0,"Frozen yogurt cone, vanilla, waffle cone (Includes: other flavors; swirl; scooped or soft serve)",1.0,Quantity not specified,255.0
11461320.0,"Frozen yogurt cone, chocolate, waffle cone (Includes: scooped or soft serve)",1.0,Per 100g,100.0
11461320.0,"Frozen yogurt cone, chocolate, waffle cone (Includes: scooped or soft serve)",1.0,1 cone,255.0
11461320.0,"Frozen yogurt cone, chocolate, waffle cone (Includes: scooped or soft serve)",1.0,Quantity not specified,255.0
11480000.0,"Baby Toddler food, NFS",1.0,Per 100g,100.0
11480000.0,"Baby Toddler food, NFS",1.0,1 tablespoon,15.0
11480000.0,"Baby Toddler food, NFS",1.0,1 jar,110.0
11480000.0,"Baby Toddler food, NFS",1.0,1 tub,110.0
11480000.0,"Baby Toddler food, NFS",1.0,1 pouch,110.0
11480000.0,"Baby Toddler food, NFS",1.0,Quantity not specified,110.0
11480010.0,"Baby Toddler yogurt, plain",1.0,Per 100g,100.0
11480010.0,"Baby Toddler yogurt, plain",1.0,1 tablespoon,15.0
11480010.0,"Baby Toddler yogurt, plain",1.0,1 container,110.0
11480010.0,"Baby Toddler yogurt, plain",1.0,1 pouch,110.0
11480010.0,"Baby Toddler yogurt, plain",1.0,Quantity not specified,110.0
11480100.0,"Baby Toddler yogurt, with fruit (Includes: other flavors)",1.0,Per 100g,100.0
11480100.0,"Baby Toddler yogurt, with fruit (Includes: other flavors)",1.0,1 tablespoon,15.0
11480100.0,"Baby Toddler yogurt, with fruit (Includes: other flavors)",1.0,1 container,110.0
11480100.0,"Baby Toddler yogurt, with fruit (Includes: other flavors)",1.0,1 pouch,110.0
11480100.0,"Baby Toddler yogurt, with fruit (Includes: other flavors)",1.0,Quantity not specified,110.0
11511000.0,"Chocolate milk, NFS",1.0,Per 100g,100.0
11511000.0,"Chocolate milk, NFS",1.0,1 cup,248.0
11511000.0,"Chocolate milk, NFS",1.0,1 fl oz,31.0
11511000.0,"Chocolate milk, NFS",1.0,1 individual school container,248.0
11511000.0,"Chocolate milk, NFS",1.0,Quantity not specified,248.0
11511100.0,"Chocolate milk, whole",1.0,Per 100g,100.0
11511100.0,"Chocolate milk, whole",1.0,1 cup,248.0
11511100.0,"Chocolate milk, whole",1.0,1 fl oz,31.0
11511100.0,"Chocolate milk, whole",1.0,1 individual school container,248.0
11511100.0,"Chocolate milk, whole",1.0,Quantity not specified,248.0
11511200.0,"Chocolate milk, reduced fat (2%)",1.0,Per 100g,100.0
11511200.0,"Chocolate milk, reduced fat (2%)",1.0,1 cup,248.0
11511200.0,"Chocolate milk, reduced fat (2%)",1.0,1 fl oz,31.0
11511200.0,"Chocolate milk, reduced fat (2%)",1.0,1 individual school container,248.0
11511200.0,"Chocolate milk, reduced fat (2%)",1.0,Quantity not specified,248.0
11511300.0,"Chocolate milk, fat free (skim)",1.0,Per 100g,100.0
11511300.0,"Chocolate milk, fat free (skim)",1.0,1 cup,248.0
11511300.0,"Chocolate milk, fat free (skim)",1.0,1 fl oz,31.0
11511300.0,"Chocolate milk, fat free (skim)",1.0,1 individual school container,248.0
11511300.0,"Chocolate milk, fat free (skim)",1.0,Quantity not specified,248.0
11511400.0,"Chocolate milk, low fat (1%)",1.0,Per 100g,100.0
11511400.0,"Chocolate milk, low fat (1%)",1.0,1 fl oz,31.0
11511400.0,"Chocolate milk, low fat (1%)",1.0,1 cup,248.0
11511400.0,"Chocolate milk, low fat (1%)",1.0,1 individual school container,248.0
11511400.0,"Chocolate milk, low fat (1%)",1.0,Quantity not specified,248.0
11511550.0,"Chocolate milk, reduced sugar, NFS (Includes: sugar free)",1.0,Per 100g,100.0
11511550.0,"Chocolate milk, reduced sugar, NFS (Includes: sugar free)",1.0,1 cup,248.0
11511550.0,"Chocolate milk, reduced sugar, NFS (Includes: sugar free)",1.0,1 fl oz,31.0
11511550.0,"Chocolate milk, reduced sugar, NFS (Includes: sugar free)",1.0,1 individual school container,248.0
11511550.0,"Chocolate milk, reduced sugar, NFS (Includes: sugar free)",1.0,Quantity not specified,248.0
11512005.0,"Hot chocolate / cocoa, NFS (Includes: NS as to form, sweetener or milk)",1.0,Per 100g,100.0
11512005.0,"Hot chocolate / cocoa, NFS (Includes: NS as to form, sweetener or milk)",1.0,1 cup,248.0
11512005.0,"Hot chocolate / cocoa, NFS (Includes: NS as to form, sweetener or milk)",1.0,1 fl oz,31.0
11512005.0,"Hot chocolate / cocoa, NFS (Includes: NS as to form, sweetener or milk)",1.0,Quantity not specified,248.0
11512010.0,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk (Includes: NS as to milk)",1.0,Per 100g,100.0
11512010.0,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk (Includes: NS as to milk)",1.0,1 cup,248.0
11512010.0,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk (Includes: NS as to milk)",1.0,1 fl oz,31.0
11512010.0,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk (Includes: NS as to milk)",1.0,Quantity not specified,248.0
11512020.0,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",1.0,Per 100g,100.0
11512020.0,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",1.0,1 cup,248.0
11512020.0,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",1.0,1 fl oz,31.0
11512020.0,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",1.0,Quantity not specified,248.0
11512030.0,"Hot chocolate / cocoa, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk)",1.0,Per 100g,100.0
11512030.0,"Hot chocolate / cocoa, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk)",1.0,1 cup,248.0
11512030.0,"Hot chocolate / cocoa, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk)",1.0,1 fl oz,31.0
11512030.0,"Hot chocolate / cocoa, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk)",1.0,Quantity not specified,248.0
11512100.0,"Hot chocolate / cocoa, with whipped cream (Includes: with marshmallows)",1.0,Per 100g,100.0
11512100.0,"Hot chocolate / cocoa, with whipped cream (Includes: with marshmallows)",1.0,1 cup,248.0
11512100.0,"Hot chocolate / cocoa, with whipped cream (Includes: with marshmallows)",1.0,1 fl oz,31.0
11512100.0,"Hot chocolate / cocoa, with whipped cream (Includes: with marshmallows)",1.0,Quantity not specified,248.0
11513380.0,"Chocolate milk, Nesquik, NS as to type of milk",1.0,Per 100g,100.0
11513380.0,"Chocolate milk, Nesquik, NS as to type of milk",1.0,1 cup,248.0
11513380.0,"Chocolate milk, Nesquik, NS as to type of milk",1.0,1 fl oz,31.0
11513380.0,"Chocolate milk, Nesquik, NS as to type of milk",1.0,Quantity not specified,248.0
11513385.0,"Chocolate milk, Nesquik, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk; made with water)",1.0,Per 100g,100.0
11513385.0,"Chocolate milk, Nesquik, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk; made with water)",1.0,1 cup,248.0
11513385.0,"Chocolate milk, Nesquik, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk; made with water)",1.0,1 fl oz,31.0
11513385.0,"Chocolate milk, Nesquik, made with non-dairy milk (Includes: almond, coconut, rice, or soy milk; made with water)",1.0,Quantity not specified,248.0
11513801.0,"Chocolate milk, reduced sugar, whole (Includes: sugar free)",1.0,Per 100g,100.0
11513801.0,"Chocolate milk, reduced sugar, whole (Includes: sugar free)",1.0,1 cup,248.0
11513801.0,"Chocolate milk, reduced sugar, whole (Includes: sugar free)",1.0,1 fl oz,31.0
11513801.0,"Chocolate milk, reduced sugar, whole (Includes: sugar free)",1.0,Quantity not specified,248.0
